pais,anio,gasto_educacion_pib_pct,usuarios_internet_pct
Argentina,2015,5.77611017227173,68.0431
Argentina,2016,5.54548978805542,70.969
Argentina,2017,5.45431995391846,74.2949
Argentina,2014,5.36144018173218,64.7
Argentina,2020,5.27689981460571,85.5144
Argentina,2018,4.87773990631104,77.7
Argentina,2022,4.80521011352539,88.3754
Argentina,2019,4.7716498374939,79.947
Argentina,2021,4.64117002487183,87.1507
Argentina,2023,..,89.229
